"subject";"product";"rep";"Energizing";"Familiarity";"Liking";"Relaxing";"Wanting"
"2180";"S069";"I12b";"1";3;4;4;4;4
"2181";"S069";"I1N";"1";3.5;4.5;5;4.5;4.5
"2182";"S069";"I21a";"1";1;1;1;1;1
"2183";"S069";"I21b";"1";1;1;2;1;2
"2184";"S069";"I22a";"1";3;4;4;4;3
"2185";"S069";"I22b";"1";3;2;5;4;5
"2186";"S069";"I2N";"1";2;4;4;4;4
"2187";"S069";"I31a";"1";1;2;3;2;2
"2188";"S069";"I31b";"1";1;2;2;1;1
"2189";"S069";"I32a";"1";1;4;4;4;4
"2190";"S069";"I32b";"1";1;1;2;2;2
"2191";"S069";"I3N";"1";1;4.5;4.5;4.5;4.5
"2192";"S069";"I41a";"1";1;1;1;1;1
"2193";"S069";"I41b";"1";1;1;1;1;1
"2194";"S069";"I42a";"1";2;1;2;2;1
"2195";"S069";"I42b";"1";2;4;3;3;3
"2196";"S069";"I4N";"1";2.5;3;3;2.5;2.5
"2197";"S069";"O1";"1";2;5;4;4;4
"2198";"S069";"O10";"1";3;3;3;2;3
"2199";"S069";"O11";"1";3;4;4;5;4
"2200";"S069";"O12";"1";4;4;4;4;4
"2201";"S069";"O2";"1";3;4;5;5;5
"2202";"S069";"O3";"1";4;4;5;4;3
"2203";"S069";"O4";"1";1;1;1;1;1
"2204";"S069";"O5";"1";3;4;4;4;4
"2205";"S069";"O6";"1";1;2;2;1;1
"2206";"S069";"O7";"1";5;5;4;4;4
"2207";"S069";"O8";"1";5;5;5;5;5
"2208";"S069";"O9";"1";3;4;4;4;4
"2209";"S070";"I11a";"1";1;1;1;1;1
"2210";"S070";"I11b";"1";1;3;3;1;2
"2211";"S070";"I12a";"1";3;5;5;4;5
"2212";"S070";"I12b";"1";3;2;4;4;5
"2213";"S070";"I1N";"1";3;5;4.5;3;4.5
"2214";"S070";"I21a";"1";2;5;3;2;2
"2215";"S070";"I21b";"1";3;5;3;3;4
"2216";"S070";"I22a";"1";2;3;3;3;3
"2217";"S070";"I22b";"1";4;2;4;4;5
"2218";"S070";"I2N";"1";2.5;5;3;3;3
"2219";"S070";"I31a";"1";2;4;3;3;3
"2220";"S070";"I31b";"1";1;3;3;1;3
"2221";"S070";"I32a";"1";4;4;5;4;5
"2222";"S070";"I32b";"1";4;3;5;5;5
"2223";"S070";"I3N";"1";4;4.5;5;4.5;5
"2224";"S070";"I41a";"1";1;3;1;1;1
"2225";"S070";"I41b";"1";1;4;2;1;1
"2226";"S070";"I42a";"1";5;5;5;5;5
"2227";"S070";"I42b";"1";4;4;5;4;5
"2228";"S070";"I4N";"1";4.5;5;5;5;5
"2229";"S070";"O1";"1";2;3;3;2;3
"2230";"S070";"O10";"1";4;5;5;4;5
"2231";"S070";"O11";"1";4;4;4;5;4
"2232";"S070";"O12";"1";1;3;2;1;1
"2233";"S070";"O2";"1";1;2;3;1;2
"2234";"S070";"O3";"1";4;5;4;4;5
"2235";"S070";"O4";"1";4;4;4;4;5
"2236";"S070";"O5";"1";1;1;2;1;1
"2237";"S070";"O6";"1";3;4;4;3;5
"2238";"S070";"O7";"1";3;2;3;4;3
"2239";"S070";"O8";"1";4;5;5;5;5
"2240";"S070";"O9";"1";1;1;2;1;1
"2241";"S071";"I11a";"1";1;1;1;1;1
"2242";"S071";"I11b";"1";1;1;1;1;1
"2243";"S071";"I12a";"1";3;5;5;4;4
"2244";"S071";"I12b";"1";1;1;1;1;1
"2245";"S071";"I1N";"1";3;5;5;3;3
"2246";"S071";"I21a";"1";1;1;1;1;1
"2247";"S071";"I21b";"1";1;1;2;1;1
"2248";"S071";"I22a";"1";1;2;3;2;1
"2249";"S071";"I22b";"1";1;1;3;2;1
"2250";"S071";"I2N";"1";3;3;4;3.5;3.5
"2251";"S071";"I31a";"1";5;5;5;5;5
"2252";"S071";"I31b";"1";1;3;1;1;1
"2253";"S071";"I32a";"1";4;2;4;4;4
"2254";"S071";"I32b";"1";4;4;5;4;5
"2255";"S071";"I3N";"1";5;5;5;5;5
"2256";"S071";"I41a";"1";1;3;1;1;1
"2257";"S071";"I41b";"1";1;3;1;1;1
"2258";"S071";"I42a";"1";4;4;5;4;5
"2259";"S071";"I42b";"1";1;1;2;2;2
"2260";"S071";"I4N";"1";4;5;5;4.5;4.5
"2261";"S071";"O1";"1";1;2;2;1;2
"2262";"S071";"O10";"1";4;4;4;4;4
"2263";"S071";"O11";"1";1;2;2;1;2
"2264";"S071";"O12";"1";3;4;4;4;4
"2265";"S071";"O2";"1";2;2;3;3;2
"2266";"S071";"O3";"1";3;4;5;5;5
"2267";"S071";"O4";"1";2;4;4;3;4
"2268";"S071";"O5";"1";5;4;4;2;3
"2269";"S071";"O6";"1";2;4;3;2;3
"2270";"S071";"O7";"1";3;3;4;3;3
"2271";"S071";"O8";"1";4;4;4;3;4
"2272";"S071";"O9";"1";1;4;3;2;2
"2273";"S072";"I11a";"1";1;1;1;1;1
"2274";"S072";"I11b";"1";1;1;1;1;1
"2275";"S072";"I12a";"1";3;5;5;5;5
"2276";"S072";"I12b";"1";2;3;4;4;4
"2277";"S072";"I1N";"1";3;4;3.5;3;2.5
"2278";"S072";"I21a";"1";1;1;1;1;1
"2279";"S072";"I21b";"1";1;1;1;1;1
"2280";"S072";"I22a";"1";2;2;3;2;2
"2281";"S072";"I22b";"1";3;4;5;5;5
"2282";"S072";"I2N";"1";1;1;1;1;1
"2283";"S072";"I31a";"1";1;1;2;1;2
"2284";"S072";"I31b";"1";1;1;1;1;1
"2285";"S072";"I32a";"1";3;3;4;3;3
"2286";"S072";"I32b";"1";4;4;5;4;4
"2287";"S072";"I3N";"1";1;4;4;1;1
"2288";"S072";"I41a";"1";1;1;2;1;2
"2289";"S072";"I41b";"1";1;1;1;1;1
"2290";"S072";"I42a";"1";5;5;5;5;5
"2291";"S072";"I42b";"1";4;2;1;4;1
"2292";"S072";"I4N";"1";3;4;3;4;3
"2293";"S072";"O1";"1";3;3;3;3;4
"2294";"S072";"O10";"1";2;4;5;5;5
"2295";"S072";"O11";"1";2;2;2;2;2
"2296";"S072";"O12";"1";1;2;3;3;3
"2297";"S072";"O2";"1";4;4;4;4;4
"2298";"S072";"O3";"1";4;4;4;4;4
"2299";"S072";"O4";"1";2;3;3;3;3
"2300";"S072";"O5";"1";2;4;4;4;4
"2301";"S072";"O6";"1";1;1;1;1;1
"2302";"S072";"O7";"1";2;4;5;5;5
"2303";"S072";"O8";"1";4;3;3;2;2
"2304";"S072";"O9";"1";3;2;4;4;2
"2305";"S073";"I11a";"1";1;1;1;1;1
"2306";"S073";"I11b";"1";1;1;1;1;1
"2307";"S073";"I12a";"1";2;5;5;1;4
"2308";"S073";"I12b";"1";1;1;2;1;1
"2309";"S073";"I1N";"1";1.5;5;5;1;4
"2310";"S073";"I21a";"1";1;1;1;1;1
"2311";"S073";"I21b";"1";1;2;2;1;1
"2312";"S073";"I22a";"1";2;4;3;2;1
"2313";"S073";"I22b";"1";1;3;2;1;1
"2314";"S073";"I2N";"1";1;4;3;1;1
"2315";"S073";"I31a";"1";1;1;1;1;1
"2316";"S073";"I31b";"1";1;1;1;1;1
"2317";"S073";"I32a";"1";1;4;4;1;2
"2318";"S073";"I32b";"1";1;4;4;1;2
"2319";"S073";"I3N";"1";1;4;4;1;2
"2320";"S073";"I41a";"1";1;1;1;1;1
"2321";"S073";"I41b";"1";1;1;1;1;1
"2322";"S073";"I42a";"1";1;4;2;1;1
"2323";"S073";"I42b";"1";1;4;3;1;1
"2324";"S073";"I4N";"1";1;5;4;1;2
"2325";"S073";"O1";"1";1;4;3;1;3
"2326";"S073";"O10";"1";4;4;5;3;5
"2327";"S073";"O11";"1";1;2;2;1;1
"2328";"S073";"O12";"1";3;5;5;5;5
"2329";"S073";"O2";"1";2;4;4;1;3
"2330";"S073";"O3";"1";2;4;5;5;4
"2331";"S073";"O4";"1";1;4;3;1;2
"2332";"S073";"O5";"1";3;4;4;1;3
"2333";"S073";"O6";"1";1;2;1;1;1
"2334";"S073";"O7";"1";2;4;4;2;3
"2335";"S073";"O8";"1";3;4;4;4;1
"2336";"S073";"O9";"1";1;1;1;1;1
"2337";"S074";"I11a";"1";1;1;1;1;1
"2338";"S074";"I11b";"1";1;1;1;1;1
"2339";"S074";"I12a";"1";4;5;5;4;4
"2340";"S074";"I12b";"1";1;1;2;1;1
"2341";"S074";"I1N";"1";4;5;5;4;3.5
"2342";"S074";"I21a";"1";2;1;2;2;2
"2343";"S074";"I21b";"1";2;2;3;2;3
"2344";"S074";"I22a";"1";2;4;4;2;4
"2345";"S074";"I22b";"1";2;3;5;2;5
"2346";"S074";"I2N";"1";2;4;3;3.5;3
"2347";"S074";"I31a";"1";3;4;3;3;3
"2348";"S074";"I31b";"1";1;4;1;1;1
"2349";"S074";"I32a";"1";5;4;5;5;5
"2350";"S074";"I32b";"1";3;2;4;3;3
"2351";"S074";"I3N";"1";5;5;5;5;5
"2352";"S074";"I41a";"1";1;5;2;1;1
"2353";"S074";"I41b";"1";1;5;2;1;1
"2354";"S074";"I42a";"1";1;3;3;1;1
"2355";"S074";"I42b";"1";2;5;2;3;1
"2356";"S074";"I4N";"1";1;5;3.5;1;1
"2357";"S074";"O1";"1";1;4;1;1;1
"2358";"S074";"O10";"1";2;5;5;2;1
"2359";"S074";"O11";"1";4;4;4;3;2
"2360";"S074";"O12";"1";2;4;3;2;2
"2361";"S074";"O2";"1";1;5;2;1;1
"2362";"S074";"O3";"1";4;4;4;3;3
"2363";"S074";"O4";"1";1;5;4;1;2
"2364";"S074";"O5";"1";1;1;2;1;1
"2365";"S074";"O6";"1";1;1;1;1;1
"2366";"S074";"O7";"1";4;5;4;2;2
"2367";"S074";"O8";"1";4;5;4;4;4
"2368";"S074";"O9";"1";4;2;4;3;3
"2369";"S075";"I11a";"1";1;1;1;1;1
"2370";"S075";"I11b";"1";1;1;1;1;1
"2371";"S075";"I12a";"1";4;5;5;5;5
"2372";"S075";"I12b";"1";1;1;2;1;1
"2373";"S075";"I1N";"1";3;5;4;3;4
"2374";"S075";"I21a";"1";2;2;3;2;3
"2375";"S075";"I21b";"1";1;1;1;1;1
"2376";"S075";"I22a";"1";5;5;5;5;5
"2377";"S075";"I22b";"1";5;5;5;5;5
"2378";"S075";"I2N";"1";4.5;5;4.5;4.5;4.5
"2379";"S075";"I31a";"1";1;1;1;1;1
"2380";"S075";"I31b";"1";1;1;1;1;1
"2381";"S075";"I32a";"1";3;5;4;3;4
"2382";"S075";"I32b";"1";3;5;5;3;3
"2383";"S075";"I3N";"1";3;5;5;3.5;4
"2384";"S075";"I41a";"1";1;1;1;1;1
"2385";"S075";"I41b";"1";2;3;3;2;2
"2386";"S075";"I42a";"1";3;3;3;3;3
"2387";"S075";"I42b";"1";2;4;4;2;2
"2388";"S075";"I4N";"1";5;5;5;5;5
"2389";"S075";"O1";"1";4;5;5;4;5
"2390";"S075";"O10";"1";5;5;5;5;5
"2391";"S075";"O11";"1";3;3;3;3;3
"2392";"S075";"O12";"1";5;5;5;5;5
"2393";"S075";"O2";"1";3;2;4;3;3
"2394";"S075";"O3";"1";4;4;5;4;4
"2395";"S075";"O4";"1";1;1;1;1;1
"2396";"S075";"O5";"1";3;5;5;3;4
"2397";"S075";"O6";"1";2;5;4;2;2
"2398";"S075";"O7";"1";5;5;5;5;5
"2399";"S075";"O8";"1";5;5;5;5;5
"2400";"S075";"O9";"1";3;4;4;4;4
"2401";"S076";"I11a";"1";1;1;1;1;1
"2402";"S076";"I11b";"1";1;1;2;1;1
"2403";"S076";"I12a";"1";3;4;4;2;4
"2404";"S076";"I12b";"1";2;1;2;2;1
"2405";"S076";"I1N";"1";2.5;5;4;2.5;3
"2406";"S076";"I21a";"1";1;2;2;1;1
"2407";"S076";"I21b";"1";1;3;3;1;2
"2408";"S076";"I22a";"1";2;4;4;2;4
"2409";"S076";"I22b";"1";2;3;2;2;2
"2410";"S076";"I2N";"1";2;2.5;2.5;2;2.5
"2411";"S076";"I31a";"1";1;3;1;1;1
"2412";"S076";"I31b";"1";1;3;1;1;1
"2413";"S076";"I32a";"1";2;5;5;4;5
"2414";"S076";"I32b";"1";2;4;3;2;3
"2415";"S076";"I3N";"1";2;4;4;3;3.5
"2416";"S076";"I41a";"1";1;3;1;1;1
"2417";"S076";"I41b";"1";1;3;2;1;1
"2418";"S076";"I42a";"1";2;3;2;1;1
"2419";"S076";"I42b";"1";1;3;1;3;2
"2420";"S076";"I4N";"1";3;4;4;2;3.5
"2421";"S076";"O1";"1";1;1;1;1;1
"2422";"S076";"O10";"1";3;3;5;3;4
"2423";"S076";"O11";"1";1;1;1;1;1
"2424";"S076";"O12";"1";2;4;4;2;4
"2425";"S076";"O2";"1";3;4;4;3;4
"2426";"S076";"O3";"1";2;4;4;3;4
"2427";"S076";"O4";"1";1;1;1;1;1
"2428";"S076";"O5";"1";2;3;3;2;3
"2429";"S076";"O6";"1";1;2;1;1;1
"2430";"S076";"O7";"1";3;4;4;3;4
"2431";"S076";"O8";"1";2;4;4;3;4
"2432";"S076";"O9";"1";1;1;1;1;1
"2433";"S077";"I11a";"1";1;1;1;1;1
"2434";"S077";"I11b";"1";1;1;1;1;1
"2435";"S077";"I12a";"1";3;5;5;3;5
"2436";"S077";"I12b";"1";4;5;4;4;5
"2437";"S077";"I1N";"1";2.5;4.5;3;3;3
"2438";"S077";"I21a";"1";2;2;2;2;2
"2439";"S077";"I21b";"1";1;2;1;1;1
"2440";"S077";"I22a";"1";3;5;5;4;5
"2441";"S077";"I22b";"1";3;4;4;4;4
"2442";"S077";"I2N";"1";3;4.5;4;4;4
"2443";"S077";"I31a";"1";1;1;1;1;1
"2444";"S077";"I31b";"1";1;1;1;1;1
"2445";"S077";"I32a";"1";3;4;4;4;4
"2446";"S077";"I32b";"1";3;4;4;4;3
"2447";"S077";"I3N";"1";2.5;3.5;3.5;3.5;3.5
"2448";"S077";"I41a";"1";1;1;1;1;1
"2449";"S077";"I41b";"1";1;2;1;1;1
"2450";"S077";"I42a";"1";4;4;4;4;4
"2451";"S077";"I42b";"1";4;2;4;3;4
"2452";"S077";"I4N";"1";2;4.5;3;2.5;2
"2453";"S077";"O1";"1";3;5;4;4;5
"2454";"S077";"O10";"1";5;5;5;5;5
"2455";"S077";"O11";"1";1;3;2;1;2
"2456";"S077";"O12";"1";2;4;3;2;2
"2457";"S077";"O2";"1";3;4;4;4;4
"2458";"S077";"O3";"1";4;4;4;4;4
"2459";"S077";"O4";"1";1;4;1;1;1
"2460";"S077";"O5";"1";3;4;4;3;4
"2461";"S077";"O6";"1";3;4;4;4;4
"2462";"S077";"O7";"1";4;4;4;4;4
"2463";"S077";"O8";"1";4;5;4;4;4
"2464";"S077";"O9";"1";1;3;1;1;1
"2465";"S078";"I11a";"1";1;3;1;1;1
"2466";"S078";"I11b";"1";1;1;1;1;1
"2467";"S078";"I12a";"1";5;5;5;4;5
"2468";"S078";"I12b";"1";2;1;2;2;2
"2469";"S078";"I1N";"1";4.5;5;5;3.5;5
"2470";"S078";"I21a";"1";2;1;3;2;2
"2471";"S078";"I21b";"1";3;2;4;3;4
"2472";"S078";"I22a";"1";2;4;4;4;3
"2473";"S078";"I22b";"1";2;2;3;2;3
"2474";"S078";"I2N";"1";2;3;3.5;3;4
"2475";"S078";"I31a";"1";2;1;1;2;1
"2476";"S078";"I31b";"1";1;1;1;1;1
"2477";"S078";"I32a";"1";2;4;4;4;4
"2478";"S078";"I32b";"1";3;5;4;3;3
"2479";"S078";"I3N";"1";2.5;4.5;5;5;5
"2480";"S078";"I41a";"1";2;4;3;2;3
"2481";"S078";"I41b";"1";1;3;1;1;1
"2482";"S078";"I42a";"1";4;4;5;3;5
"2483";"S078";"I42b";"1";3;4;5;5;5
"2484";"S078";"I4N";"1";2.5;4;4;2.5;2.5
"2485";"S078";"O1";"1";1;4;3;2;2
"2486";"S078";"O10";"1";4;5;5;5;5
"2487";"S078";"O11";"1";3;4;4;3;3
"2488";"S078";"O12";"1";2;5;5;5;5
"2489";"S078";"O2";"1";3;4;4;3;4
"2490";"S078";"O3";"1";5;5;4;3;4
"2491";"S078";"O4";"1";3;5;5;4;5
"2492";"S078";"O5";"1";5;5;5;3;5
"2493";"S078";"O6";"1";2;1;1;1;1
"2494";"S078";"O7";"1";5;5;5;1;5
"2495";"S078";"O8";"1";5;5;5;3;5
"2496";"S078";"O9";"1";2;2;2;2;2
"2497";"S079";"I11a";"1";1;1;1;1;1
"2498";"S079";"I11b";"1";1;1;1;1;1
"2499";"S079";"I12a";"1";2;4;4;4;4
"2500";"S079";"I12b";"1";1;1;1;1;1
"2501";"S079";"I1N";"1";2.5;5;4;4;4
"2502";"S079";"I21a";"1";2;2;3;3;3
"2503";"S079";"I21b";"1";2;3;4;4;4
"2504";"S079";"I22a";"1";4;3;4;3;4
"2505";"S079";"I22b";"1";3;3;4;4;4
"2506";"S079";"I2N";"1";3;3.5;4;4;4
"2507";"S079";"I31a";"1";2;3;3;2;3
"2508";"S079";"I31b";"1";1;1;1;1;1
"2509";"S079";"I32a";"1";3;4;4;4;4
"2510";"S079";"I32b";"1";4;3;4;4;4
"2511";"S079";"I3N";"1";3.5;4;4;3.5;4
"2512";"S079";"I41a";"1";1;1;1;1;1
"2513";"S079";"I41b";"1";2;4;2;2;2
"2514";"S079";"I42a";"1";4;3;4;4;4
"2515";"S079";"I42b";"1";1;1;2;1;1
"2516";"S079";"I4N";"1";3.5;4;4;3.5;3.5
"2517";"S079";"O1";"1";4;4;4;3;4
"2518";"S079";"O10";"1";5;3;4;3;4
"2519";"S079";"O11";"1";5;4;4;3;4
"2520";"S079";"O12";"1";3;3;4;4;4
"2521";"S079";"O2";"1";3;4;4;3;4
"2522";"S079";"O3";"1";4;3;4;3;3
"2523";"S079";"O4";"1";4;5;4;4;4
"2524";"S079";"O5";"1";4;3;4;3;4
"2525";"S079";"O6";"1";3;4;5;3;5
"2526";"S079";"O7";"1";4;3;4;3;4
"2527";"S079";"O8";"1";5;4;4;4;4
"2528";"S079";"O9";"1";1;1;1;1;1
"2529";"S080";"I11a";"1";1;1;1;1;1
"2530";"S080";"I11b";"1";2;2;2;2;2
"2531";"S080";"I12a";"1";4;4;4;4;4
"2532";"S080";"I12b";"1";3;3;3;3;3
"2533";"S080";"I1N";"1";4;4;4;4;4
"2534";"S080";"I21a";"1";3;3;3;3;3
"2535";"S080";"I21b";"1";3;3;3;3;3
"2536";"S080";"I22a";"1";4;4;4;4;4
"2537";"S080";"I22b";"1";4;4;4;4;4
"2538";"S080";"I2N";"1";3;3;3;3;3
"2539";"S080";"I31a";"1";2;2;3;2;2
"2540";"S080";"I31b";"1";3;3;3;3;3
"2541";"S080";"I32a";"1";4;4;4;4;4
"2542";"S080";"I32b";"1";5;5;5;5;5
"2543";"S080";"I3N";"1";5;5;5;5;5
"2544";"S080";"I41a";"1";1;1;1;1;1
"2545";"S080";"I41b";"1";2;2;2;2;2
"2546";"S080";"I42a";"1";4;4;4;4;4
"2547";"S080";"I42b";"1";4;4;4;4;4
"2548";"S080";"I4N";"1";4;4;4;4;4
"2549";"S080";"O1";"1";3;3;3;3;3
"2550";"S080";"O10";"1";5;5;5;5;5
"2551";"S080";"O11";"1";2;2;2;2;2
"2552";"S080";"O12";"1";4;4;4;4;4
"2553";"S080";"O2";"1";4;4;4;4;4
"2554";"S080";"O3";"1";4;4;4;4;4
"2555";"S080";"O4";"1";1;1;1;1;1
"2556";"S080";"O5";"1";2;2;3;2;3
"2557";"S080";"O6";"1";3;3;3;3;3
"2558";"S080";"O7";"1";2;2;3;2;2
"2559";"S080";"O8";"1";4;4;4;5;3
"2560";"S080";"O9";"1";3;3;3;3;3
"2561";"S081";"I11a";"1";1;4;1;1;1
"2562";"S081";"I11b";"1";1;1;1;2;1
"2563";"S081";"I12a";"1";5;5;5;4;5
"2564";"S081";"I12b";"1";1;1;1;1;1
"2565";"S081";"I1N";"1";4.5;5;5;3;5
"2566";"S081";"I21a";"1";1;1;3;1;3
"2567";"S081";"I21b";"1";3;4;5;3;4
"2568";"S081";"I22a";"1";4;5;5;5;5
"2569";"S081";"I22b";"1";4;5;5;5;5
"2570";"S081";"I2N";"1";5;5;5;4;5
"2571";"S081";"I31a";"1";1;1;1;1;1
"2572";"S081";"I31b";"1";3;5;3;3;4
"2573";"S081";"I32a";"1";5;5;5;5;5
"2574";"S081";"I32b";"1";5;5;5;5;5
"2575";"S081";"I3N";"1";5;5;5;5;5
"2576";"S081";"I41a";"1";1;5;1;1;1
"2577";"S081";"I41b";"1";1;5;2;1;1
"2578";"S081";"I42a";"1";5;5;5;5;5
"2579";"S081";"I42b";"1";5;5;5;5;5
"2580";"S081";"I4N";"1";5;5;5;5;5
"2581";"S081";"O1";"1";5;5;5;5;5
"2582";"S081";"O10";"1";1;1;1;1;1
"2583";"S081";"O11";"1";2;5;3;1;4
"2584";"S081";"O12";"1";4;5;5;5;5
"2585";"S081";"O2";"1";5;5;5;5;5
"2586";"S081";"O3";"1";5;5;5;4;4
"2587";"S081";"O4";"1";4;5;4;4;5
"2588";"S081";"O5";"1";5;5;5;5;5
"2589";"S081";"O6";"1";4;5;5;5;5
"2590";"S081";"O7";"1";5;5;5;5;5
"2591";"S081";"O8";"1";5;5;5;5;5
"2592";"S081";"O9";"1";1;1;1;1;1
"2593";"S082";"I11a";"1";1;1;1;1;1
"2594";"S082";"I11b";"1";1;1;3;2;3
"2595";"S082";"I12a";"1";3;5;5;5;5
"2596";"S082";"I12b";"1";1;3;3;2;3
"2597";"S082";"I1N";"1";2;5;5;3.5;4
"2598";"S082";"I21a";"1";1;1;1;1;1
"2599";"S082";"I21b";"1";2;1;3;2;3
"2600";"S082";"I22a";"1";2;4;5;4;2
"2601";"S082";"I22b";"1";2;3;5;5;3
"2602";"S082";"I2N";"1";1.5;2;2.5;2.5;1.5
"2603";"S082";"I31a";"1";2;3;3;3;3
"2604";"S082";"I31b";"1";2;3;4;3;2
"2605";"S082";"I32a";"1";3;5;5;5;5
"2606";"S082";"I32b";"1";3;5;5;5;5
"2607";"S082";"I3N";"1";2.5;5;5;4.5;5
"2608";"S082";"I41a";"1";1;1;1;1;1
"2609";"S082";"I41b";"1";1;1;1;1;1
"2610";"S082";"I42a";"1";2;4;4;2;3
"2611";"S082";"I42b";"1";2;4;4;3;2
"2612";"S082";"I4N";"1";2;4;4;2;3
"2613";"S082";"O1";"1";2;3;4;3;3
"2614";"S082";"O10";"1";2;3;5;4;4
"2615";"S082";"O11";"1";3;2;3;2;2
"2616";"S082";"O12";"1";3;3;5;4;4
"2617";"S082";"O2";"1";2;4;5;5;5
"2618";"S082";"O3";"1";3;3;5;4;3
"2619";"S082";"O4";"1";1;2;3;1;2
"2620";"S082";"O5";"1";2;3;3;2;2
"2621";"S082";"O6";"1";2;3;3;2;3
"2622";"S082";"O7";"1";4;4;5;4;4
"2623";"S082";"O8";"1";4;4;4;3;3
"2624";"S082";"O9";"1";1;1;1;1;1
"2625";"S083";"I11a";"1";1;1;1;1;1
"2626";"S083";"I11b";"1";1;1;1;1;1
"2627";"S083";"I12a";"1";4;4;5;5;5
"2628";"S083";"I12b";"1";1;1;1;1;1
"2629";"S083";"I1N";"1";3;5;4;3.5;4
"2630";"S083";"I21a";"1";2;3;3;3;3
"2631";"S083";"I21b";"1";1;1;1;1;1
"2632";"S083";"I22a";"1";3;3;4;4;3
"2633";"S083";"I22b";"1";3;3;4;4;4
"2634";"S083";"I2N";"1";3;3;2.5;3;2.5
"2635";"S083";"I31a";"1";2;3;3;2;3
"2636";"S083";"I31b";"1";1;2;1;1;2
"2637";"S083";"I32a";"1";4;4;5;4;4
"2638";"S083";"I32b";"1";4;3;4;4;4
"2639";"S083";"I3N";"1";4;5;5;4;4
"2640";"S083";"I41a";"1";1;3;1;1;1
"2641";"S083";"I41b";"1";2;3;3;2;3
"2642";"S083";"I42a";"1";5;5;4;5;5
"2643";"S083";"I42b";"1";3;4;3;3;3
"2644";"S083";"I4N";"1";4;4.5;4.5;4;3.5
"2645";"S083";"O1";"1";4;3;4;3;4
"2646";"S083";"O10";"1";4;4;5;4;4
"2647";"S083";"O11";"1";2;4;2;2;2
"2648";"S083";"O12";"1";3;4;4;4;4
"2649";"S083";"O2";"1";4;5;5;4;4
"2650";"S083";"O3";"1";4;5;5;5;4
"2651";"S083";"O4";"1";1;2;1;1;1
"2652";"S083";"O5";"1";5;4;4;3;4
"2653";"S083";"O6";"1";1;2;1;1;1
"2654";"S083";"O7";"1";4;4;4;3;4
"2655";"S083";"O8";"1";5;5;5;4;4
"2656";"S083";"O9";"1";4;4;4;3;4
"2657";"S084";"I11a";"1";1;1;1;1;1
"2658";"S084";"I11b";"1";1;1;1;1;1
"2659";"S084";"I12a";"1";1;5;5;1;4
"2660";"S084";"I12b";"1";1;1;4;1;3
"2661";"S084";"I1N";"1";1;5;5;1;4
"2662";"S084";"I21a";"1";1;3;3;1;1
"2663";"S084";"I21b";"1";1;2;3;1;1
"2664";"S084";"I22a";"1";1;5;5;1;3
"2665";"S084";"I22b";"1";1;4;5;1;3
"2666";"S084";"I2N";"1";1;5;4.5;1;3.5
"2667";"S084";"I31a";"1";1;3;1;1;1
"2668";"S084";"I31b";"1";1;1;1;1;1
"2669";"S084";"I32a";"1";1;5;5;1;4
"2670";"S084";"I32b";"1";1;5;5;1;4
"2671";"S084";"I3N";"1";1;5;5;1;4
"2672";"S084";"I41a";"1";1;3;1;1;1
"2673";"S084";"I41b";"1";1;2;1;1;1
"2674";"S084";"I42a";"1";1;4;5;1;5
"2675";"S084";"I42b";"1";1;3;4;1;4
"2676";"S084";"I4N";"1";1;4.5;4;1;3.5
"2677";"S084";"O1";"1";1;3;3;1;3
"2678";"S084";"O10";"1";1;3;4;1;4
"2679";"S084";"O11";"1";1;4;4;1;3
"2680";"S084";"O12";"1";1;5;5;1;5
"2681";"S084";"O2";"1";1;5;5;1;5
"2682";"S084";"O3";"1";1;4;5;1;5
"2683";"S084";"O4";"1";1;5;5;1;4
"2684";"S084";"O5";"1";1;4;4;1;3
"2685";"S084";"O6";"1";1;2;1;1;1
"2686";"S084";"O7";"1";1;5;5;1;5
"2687";"S084";"O8";"1";3;5;5;4;5
"2688";"S084";"O9";"1";1;3;3;1;2
"2689";"S085";"I11a";"1";1;1;1;1;1
"2690";"S085";"I11b";"1";1;1;1;1;1
"2691";"S085";"I12a";"1";5;5;5;5;5
"2692";"S085";"I12b";"1";1;1;2;1;2
"2693";"S085";"I1N";"1";5;5;5;4.5;5
"2694";"S085";"I21a";"1";2;2;2;2;2
"2695";"S085";"I21b";"1";3;3;3;2;3
"2696";"S085";"I22a";"1";4;5;4;4;5
"2697";"S085";"I22b";"1";4;3;4;4;4
"2698";"S085";"I2N";"1";3.5;4;3.5;3.5;3.5
"2699";"S085";"I31a";"1";1;1;1;1;1
"2700";"S085";"I31b";"1";1;1;1;1;1
"2701";"S085";"I32a";"1";5;5;5;5;5
"2702";"S085";"I32b";"1";5;5;5;5;5
"2703";"S085";"I3N";"1";5;5;5;5;5
"2704";"S085";"I41a";"1";1;1;1;1;1
"2705";"S085";"I41b";"1";1;4;1;1;1
"2706";"S085";"I42a";"1";4;4;4;4;4
"2707";"S085";"I42b";"1";3;2;4;4;4
"2708";"S085";"I4N";"1";4;4;4;4;4
"2709";"S085";"O1";"1";1;1;2;1;2
"2710";"S085";"O10";"1";5;5;5;5;5
"2711";"S085";"O11";"1";2;2;3;2;2
"2712";"S085";"O12";"1";4;4;4;4;4
"2713";"S085";"O2";"1";4;4;4;4;4
"2714";"S085";"O3";"1";4;4;5;5;5
"2715";"S085";"O4";"1";1;1;1;1;1
"2716";"S085";"O5";"1";4;4;4;3;4
